gcr_number,GCR_NAME,admin_area,BLOCK_NAME,NAME,GCR_STATUS,GRID_REF,LATITUDE,LONGITUDE,EASTING,NORTHING,GCR_DATE,REVIEW_DATE,AGENCY,GCR_STATEMENT,SYSTEM,ESCC,SSSI_NAME
40,"Hallaig Shore, Isle of Raasay","Lochaber, Skye and Lochalsh and Argyll and the Islands","Hettangian, Sinemurian and Pliensbachian",The Hebrides Basin,Notified,NG588396,57.38,-6.01,158800,839600,01-Oct-79,18-Jun-86,SNH,"One of the few localities to show the junction between the Pabba Shales and the Scalpa Sandstone. This site complements the Rubha na' Leac coast section showing the upward continuation of that site's succession. The Hallaig section is of key importance in dating the Pabba Shales-Scalpa Sandstone junction, a transition which is apparently diachronous, younging appreciably when traced from south to north across the Hebrides.",Jurassic,"EO,EC",RAASAY
41,"Ob Lusa to Ardnish Coast, Isle of Skye","Lochaber, Skye and Lochalsh and Argyll and the Islands","Hettangian, Sinemurian and Pliensbachian",The Hebrides Basin,Notified,NG676245,57.25,-5.85,167600,824500,01-Oct-79,07-Jul-83,SNH,"Fine foreshore sections in the Lower Lias Broadford Beds, for which this is the type locality. Probably the best known Hebridean Lias section, this is the best section in the basal Lias (Hettangian-Sinemurian) in the area where Broadford Beds were deposited. These beds contrast markedly with the Blue Lias facies, developed over most of Britain in earliest Jurassic times. The site is well-known for its coral faunas in the Lusa and Ob Breakish Coral beds.",Jurassic,"EC,EO",OB LUSA - ARD NIS COAST
42,Rubha na' Leac,"Lochaber, Skye and Lochalsh and Argyll and the Islands","Hettangian, Sinemurian and Pliensbachian",The Hebrides Basin,Notified,NG600381,57.37,-5.99,160000,838100,01-Oct-79,18-Jun-86,SNH,"In Scotland, the Middle Lias (Pliensbachian) attains its maximum thickness in the Skye-Raasay area. An almost complete Middle Lias section is exposed at Rubha na' Leac including the thickest development of the topmost Pliensbachian (Spinatum Zone) in Britain, the section of approaching 40 metres here is equivalent to less than 1 metre on the Dorset coast. This site is of great importance in studies of Middle Lias ammonite faunas, their evolution and migrations.",Jurassic,"EO,EC",RAASAY
43,Freshwater East,SOUTH WEST WALES,Palaeozoic Palaeobotany,Silurian palaeobotany,Notified,SS022981,51.65,-4.86,202200,198100,01-Oct-79,21-Nov-88,CCW,"The Basement Beds of the Old Red Sandstone at Freshwater East have yielded the richest and most diverse Silurian flora recorded to date from any British locality, including species of some eight genera. Three species of Cooksonia occur. The well-preserved material from Freshwater East is important in a study of the gross morphology of this key genus. This is the type locality for Cooksonia caurthensis Edwards and the alga Torticaulis transwalliensis Edwards.",Silurian,Coastal and River Cliffs,Tenby Cliffs
44,Bowldish Quarry,"North and North East Somerset, South Gloucestershire","Hettangian, Sinemurian and Pliensbachian",The Mendip and South Wales massifs,Notified,ST668558,51.30,-2.48,366800,155800,01-Oct-79,28-Mar-83,NE,"A classic site showing a remarkable attenuated and broken succession stretching from the top of the Rhaetian to the lowest Pleinsbachian. This Lias section is a textbook example of the application of     biostratigraphic principles. The refined Lias ammonite zonation    proves the presence here of several major non-sequences, but even so  the Lower Lias section represented at Bowldish is more complete than other localities in the Radstock area. The section, less than three  metres in thickness, is the true equivalent of, and represents the   same zonal interval as, the Watchet coast section of more than two   hundred metres.",Jurassic,"Exposures in Disused Quarries, Pits and Cuttings",BOWLDITCH QUARRY
45,Kilmersdon Road Quarry,"North and North East Somerset, South Gloucestershire","Hettangian, Sinemurian and Pliensbachian",The Mendip and South Wales massifs,Notified,ST689542,51.29,-2.45,368900,154200,01-Oct-79,28-Mar-83,NE,"A key Lias locality spanning much of the Hettangian, Sinemurian and Pliensbachian stages. However, this is developed in a greatly attenuated succession only 5 metres in thickness. Evidence for six major non-sequences is found in this succession. This broken and condensed series of rocks is of outstanding importance in an      understanding of the complete Lower Jurassic history of the north   Mendip area.",Jurassic,"Exposures in Disused Quarries, Pits and Cuttings",KILMERSDON ROAD QUARRY
46,Huish Colliery Quarry,"North and North East Somerset, South Gloucestershire","Hettangian, Sinemurian and Pliensbachian",The Mendip and South Wales massifs,Notified,ST695542,51.29,-2.44,369500,154200,01-Oct-79,28-Mar-83,NE,"A key site in the stratigraphically complex Lias of the Radstock area. Most of the limestone, of the Hettangian-Sinemurian, and the Upper Sinemurian clay group typical of the local Lower Lias successions are here absent due to pre-Middle Lias erosion: jamesoni Zone Limestones rest directly on lowest Hettangian units of the planorbis Zone. This site is an essential part of the classic story of erosion and attenuation on the Lower Lias of the Radstock area, showing as it does the most extreme local example of non-sequence involving the loss of almost two complete stages. A remarkable counterpart of this is the fact that the lower Middle Lias just above the non-sequence is much better developed here than at other key sites, such as Bowldish and Kilmersdon quarries.",Jurassic,"Exposures in Disused Quarries, Pits and Cuttings",HUISH COLLIERY QUARRY
47,Rhynie Chert Locality,Aberdeen City and Aberdeenshire,Palaeozoic Palaeobotany,Devonian palaeobotany,Notified,NJ494277,57.34,-2.84,349400,827700,01-Oct-79,24-Apr-86,SNH,"An internationally important locality and probably the most significant palaeobotanical site in Britain. It yields the oldest known land plants in which full anatomical details are preserved, and is thus of paramount importance in an understanding of the early Tracheophyta and of plant evolution. The Rhynie assemblage, of Rhynia, Horneophyton, Nothia and Asteroxylon, has yet to be recorded in the Devonian rocks of any other locality in Britain or globally.",Devonian,FB,RHYNIE CHERT
48,Rockall,Eilean Siar (Western Isles),Tertiary Igneous,Other Tertiary sites,Notified,MC035165,57.60,-13.69,-296529,916580,01-Oct-79,23-Jun-83,SNH,"Rockall and Rockall Bank are of great significance in tracing the development of the North Atlantic Ocean and the petrology and mineralogy of the island distinguish it from the other Tertiary Igneous rocks of Britain. The island is composed of a unique assemblage of various aegirine-granites of Tertiary age apparently emplaced into pre-Palaeocene lavas and Cretaceous microgabbros. Nearby there occur Precambrian rocks similar to granulites exposed in the Outer Hebrides and north-western Scotland. Cavities in the granite are of great mineralogical interest and are partially or wholly filled with elpidite, leucophosphite, and a new species of barium-zirconium silicate, accompanied by quartz, albitic feldspar, acmite monazite and apatite. The Rockall granite is more closely analogous with the alkaline complexes of south-eastern Greenland than with the Hebridean Central Complexes and as such is unique in Britain.",Tertiary,EC,ROCKALL
49,Shiant Islands,Eilean Siar (Western Isles),Tertiary Igneous,Other Tertiary sites,Notified,NG415980,57.90,-6.36,141500,898000,01-Oct-79,23-Jun-83,SNH,"The Shiant Islands consist almost entirely of a thick, much differentiated, alkali-dolerite sill intruded into Jurassic strata. Mineralogical and textural variations with height within the sill were interpreted as strong evidence for the in situ gravitational accumulation of early-formed crystals within coiling magma. The islands, for this reason, came to belong to a select group of sills, including, for example, the Palisades Sill of New Jersey, regarded as unusually clear examples of the operation of one of the principal mechanisms of magmatic differentiation. Recent research, however, has shown that the petrogensis of the Shiant Isles Sill is more complex than originally envisaged and the sill can no longer be considered as a certain example of gravity differentiation. On the other hand, the sill is now known to possess a much wider range of features of petrological and mineralogical interest than was originally supposed and has therefore retained its significance as a testing ground for alternative hypotheses in petrogenesis.",Tertiary,"EO,EC",SHIANT ISLES
50,St Kilda,Eilean Siar (Western Isles),Tertiary Igneous,Other Tertiary sites,Notified,NA100000,57.82,-8.57,10000,900000,01-Oct-79,21-Jul-88,SNH,"The island group of St Kilda is the dissected remnant of the westernmost known Central Complex of Hebridean type belonging to the British Tertiary Igneous Province. Most of the group consists of ultrabasic, basic and acidic rocks in many ways identical to those of Skye, Rhum and Mull; the special interest of the St Kilda Complex lies in the occurrence of areas of outstanding complexity in which acidic and basic rock and associated hybrids are intimately associated. Though similar occurrences are known in other Tertiary Central Complexes, those of St Kilda are unique in their abundance and intricacy. The presence of veins and sheets of breccia containing blocks of various basic rocks in a matrix of heterogeneous origin, suggesting an origin by gas-streaming, is also of petrogenetic significance for the Tertiary Igneous Province as a whole.",Tertiary,EC,ST KILDA
51,Burton Cliff and Cliff Hill Road Section,Dorset CC,Aalenian - Bajocian,The Middle Jurassic Stratigraphy of Wessex,Notified,SY492887,50.70,-2.72,349200,88700,01-Oct-79,27-Aug-86,NE,"Famous as one of the most important and most visited British Jurassic outcrops, the Burton Cliff section displays a complete Inferior Oolite succession together with part of the finest available Bridport Sands outcrop. This locality figures strongly in all previous accounts of Middle Jurassic geology and is of great value in several fields of research at the present-day as well as being a prime educational site. Although not formally designated as such, for practical purposes the Burton section may informally be taken as the international standard for part of the Upper Bajocian Stage (bomfordi Subzone). This locality constitutes an irreplaceable part of the unrivalled and internationally essential Jurassic succession of the Dorset Coast.",Jurassic,"Exposures in Disused Quarries, Pits and Cuttings",BURTON BRADSTOCK
52,Sandford Lane Quarry,Dorset CC,Aalenian - Bajocian,The Middle Jurassic Stratigraphy of Wessex,Notified,ST628178,50.96,-2.53,362800,117800,01-Oct-79,25-Apr-85,NE,An internationally important geological site. The limestones of the Inferior Oolite exposed at Sandford Lane have yielded faunas essential to Middle Jurassic stratigraphic studies. Sandford can be taken as the British standard for part of the Upper Bajocian (garantiana Zone) as well as being the most important Middle Bajocian sauzei and laeviuscula zones locality. The majority of European ammonite records from these two zones were based on collections from the Sandford Quarry. These facts make it one of the most important British sedimentary sequences.,Jurassic,Exposures in Active Quarries and Pits,SANDFORD LANE QUARRY
